level,chapter,chapter_title,category,unit,status,recycle_route
A2,8,Technology & Everyday Media,Active Core,comment online,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Active Core,link,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Active Core,save a file,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Active Core,online safety,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,group chat,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,profile picture,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,video call,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,voice message,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,file size,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,storage space,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,mobile data,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,wireless connection,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,software update,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,search result,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,news website,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,online review,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,block a contact,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,report a message,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,turn off notifications,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Topic Vocabulary,reset a password,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Recognition,algorithm,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Recognition,advertisement,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Recognition,personal data,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Recognition,scam,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Recognition,secure,planned,"9, 10, 11, 12."
A2,8,Technology & Everyday Media,Recognition,misleading,planned,"9, 10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,environment,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,local area,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,pollution,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,waste,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,recycle rubbish,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,recycling,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,protect,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,damage,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,flood,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,water level,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,heatwave,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,clean-up,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,wildlife,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,weather warning,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,emergency plan,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,save water,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,reduce waste,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Active Core,pick up litter,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,rubbish collection,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,recycling bin,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,plastic bottle,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,public park,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,river bank,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,forest cabin,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,campsite,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,walking trail,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,local wildlife,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,heavy rainfall,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,strong wind,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,rising river,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,dry ground,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,water supply,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,weather forecast,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Topic Vocabulary,emergency number,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Recognition,drought,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Recognition,climate,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Recognition,polluted,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Recognition,volunteer group,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Recognition,evacuation,planned,"10, 11, 12."
A2,9,"Nature, Weather & Local Environment",Recognition,environmental,planned,"10, 11, 12."
A2,10,"Money, Budget & Choices",Active Core,income,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,expense,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,afford,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,borrow,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,lend,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,owe,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,earn,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,salary,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,save up for,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,pay back,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,waste money,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,good value,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,special offer,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,second-hand,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,monthly budget,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,compare prices,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,make a choice,planned,"11, 12."
A2,10,"Money, Budget & Choices",Active Core,change your budget,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,bank account,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,savings account,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,bank transfer,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,card payment,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,monthly payment,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,weekly cost,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,percentage discount,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,delivery fee,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,service charge,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,rent payment,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,utility bill,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,shopping list,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,spending diary,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,price difference,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,total cost,planned,"11, 12."
A2,10,"Money, Budget & Choices",Topic Vocabulary,unexpected expense,planned,"11, 12."
A2,10,"Money, Budget & Choices",Recognition,interest rate,planned,"11, 12."
A2,10,"Money, Budget & Choices",Recognition,subscription,planned,"11, 12."
A2,10,"Money, Budget & Choices",Recognition,financial,planned,"11, 12."
A2,10,"Money, Budget & Choices",Recognition,bargain,planned,"11, 12."
A2,10,"Money, Budget & Choices",Recognition,deposit,planned,"11, 12."
A2,10,"Money, Budget & Choices",Recognition,household income,planned,"11, 12."
A2,11,"Culture, Holidays & Community",Active Core,culture,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,custom,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,traditional,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,community,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,local people,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,foreign visitor,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,abroad,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,host a guest,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,take part in,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,join in,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,belong to,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,share a tradition,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,public event,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,cultural difference,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,feel welcome,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,learn about a culture,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,bring people together,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Active Core,community project,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,neighbourhood festival,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,national holiday,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,traditional dish,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,family recipe,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,street market,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,live performance,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,folk music,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,dance group,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,traditional costume,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,community hall,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,local history,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,public library,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,food stall,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,festival programme,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,welcome speech,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Topic Vocabulary,cultural centre,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Recognition,ceremony,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Recognition,generation,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Recognition,heritage,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Recognition,identity,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Recognition,multicultural,planned,12 and later B1.
A2,11,"Culture, Holidays & Community",Recognition,regional,planned,12 and later B1.
